sample_id,predicted_class,entropy,normalized_entropy,key_norm,cross_level_response_mean,cross_level_response_variance,z1_magnitude,z1_d0,z1_d1,z1_d2,z1_d3,z1_d4,z1_d5,z1_d6,z2_magnitude,z2_d0,z2_d1,z2_d2,z2_d3,z2_d4,z2_d5,z2_d6,z3_magnitude,z3_d0,z3_d1,z3_d2,z3_d3,z3_d4,z3_d5,z3_d6,z4_magnitude,z4_d0,z4_d1,z4_d2,z4_d3,z4_d4,z4_d5,z4_d6,label,error
dermamnist_id_004808,5,0.15632097346401055,0.08033308914078081,1.0,0.05506560567300767,0.0016199549633899488,0.0971936509013176,-0.02245042473077774,-0.0521407425403595,0.04076533019542694,-0.047516584396362305,-0.04288997873663902,-0.0013739599380642176,0.02151397056877613,0.09153768420219421,-0.02255295030772686,-0.05026205629110336,0.036941781640052795,-0.04444191977381706,-0.039244964718818665,-0.0016593795735388994,0.0214834101498127,0.02772057242691517,-0.007045350037515163,-0.015263000503182411,0.010697348974645138,-0.013670948334038258,-0.012064816430211067,-0.0008448621374554932,0.006183225195854902,0.003810515161603689,-0.0009838491678237915,-0.002096290700137615,0.0014851351734250784,-0.001902360818348825,-0.0016140637453645468,-0.0001428095274604857,0.0008410898735746741,2,1
dermamnist_id_001432,5,0.18387350344139824,0.09449228862425321,1.0,0.05427789635723457,0.0015543757078090507,0.09416940063238144,-0.021391311660408974,-0.05083203315734863,0.03958520665764809,-0.0466390922665596,-0.04076016694307327,-0.0015003136359155178,0.02050749398767948,0.09137482941150665,-0.022463403642177582,-0.05022510141134262,0.03688763082027435,-0.04445073753595352,-0.039048727601766586,-0.0016917739994823933,0.021400075405836105,0.02774984948337078,-0.0070500448346138,-0.015281803905963898,0.010709365829825401,-0.013690179213881493,-0.012070707976818085,-0.0008481701952405274,0.006187449209392071,0.0038175059016793966,-0.0009854910895228386,-0.0021004057489335537,0.0014879705850034952,-0.00190639472566545,-0.0016161955427378416,-0.0001432315621059388,0.0008422912796959281,3,1
dermamnist_id_001448,5,0.1688005109115532,0.08674630274861421,1.0,0.054671656573191285,0.0015829065411909525,0.09538464993238449,-0.021907199174165726,-0.05130759999155998,0.04036039486527443,-0.04706434905529022,-0.041330575942993164,-0.0011579551501199603,0.020790982991456985,0.0916561409831047,-0.022562172263860703,-0.050352588295936584,0.03704456239938736,-0.04456540197134018,-0.03917386382818222,-0.0016436524456366897,0.02146497368812561,0.02781827561557293,-0.00706924544647336,-0.015318225137889385,0.010737910866737366,-0.013722511939704418,-0.012100951746106148,-0.0008471723413094878,0.0062026954255998135,0.0038275597617030144,-0.0009883285965770483,-0.0021058288402855396,0.0014922728296369314,-0.0019112013978883624,-0.0016203727573156357,-0.00014324719086289406,0.0008445166749879718,5,0
dermamnist_id_002282,5,0.1909575104102788,0.0981327480628967,0.9999999403953552,0.0547160180285573,0.0015910641815746291,0.0959489643573761,-0.022038813680410385,-0.05151200294494629,0.04034221172332764,-0.04715201258659363,-0.041992560029029846,-0.0013431626139208674,0.02123728208243847,0.09138008207082748,-0.022496171295642853,-0.0501832440495491,0.036894943565130234,-0.04440110921859741,-0.03912010043859482,-0.0016571166925132275,0.021449014544487,0.02772316336631775,-0.007045113481581211,-0.015265032649040222,0.010699262842535973,-0.013673952780663967,-0.01206288579851389,-0.0008450829773209989,0.006183880381286144,0.0038118623197078705,-0.0009841499850153923,-0.00209711492061615,0.0014858253998681903,-0.0019031763076782227,-0.001614233129657805,-0.00014280273171607405,0.0008414000039920211,5,0
dermamnist_id_007724,5,0.18486044474113553,0.09499947612220445,0.9999999403953552,0.05447196733439341,0.0015692252116184685,0.09486071020364761,-0.021848401054739952,-0.05105942487716675,0.04020243138074875,-0.04681791365146637,-0.040972255170345306,-0.0011095749214291573,0.020640434697270393,0.09144207835197449,-0.022517260164022446,-0.05024002119898796,0.0369681753218174,-0.04446244239807129,-0.039061933755874634,-0.0016347803175449371,0.021412737667560577,0.0277646966278553,-0.007056073285639286,-0.015289019793272018,0.010717814788222313,-0.013696047477424145,-0.01207658089697361,-0.0008453043992631137,0.006190674379467964,0.0038203841540962458,-0.0009865760803222656,-0.0021019144915044308,0.0014895747881382704,-0.0019076315220445395,-0.001617156551219523,-0.00014295402797870338,0.0008428737637586892,0,1
dermamnist_id_001702,5,0.17050542120691398,0.08762245332328923,1.0000001192092896,0.05490513873519376,0.00160313698091349,0.09637134522199631,-0.022317469120025635,-0.051677457988262177,0.040638525038957596,-0.04725046083331108,-0.042235516011714935,-0.0011454594787210226,0.021202830597758293,0.0916307270526886,-0.022581377997994423,-0.05031263083219528,0.03701511770486832,-0.044509902596473694,-0.039233334362506866,-0.0016335173277184367,0.021488066762685776,0.027795784175395966,-0.007064897567033768,-0.015304503962397575,0.010728231631219387,-0.013709241524338722,-0.012094773352146149,-0.0008457049843855202,0.006199031136929989,0.0038226984906941652,-0.0009871816728264093,-0.002102997386828065,0.001490231603384018,-0.0019085397943854332,-0.0016187683213502169,-0.00014302248018793762,0.0008436337229795754,2,1
dermamnist_id_007011,5,0.15266770008376074,0.0784556780064469,1.0,0.0550038808141835,0.0016079572120001407,0.09642752259969711,-0.022298958152532578,-0.05188693106174469,0.04060635715723038,-0.04744981229305267,-0.042003437876701355,-0.0012122408952564,0.021039292216300964,0.09189219772815704,-0.02264370210468769,-0.05048298090696335,0.03710844740271568,-0.04465879499912262,-0.03931448608636856,-0.0016503564547747374,0.021519992500543594,0.02786416932940483,-0.007082041818648577,-0.015343248844146729,0.010753844864666462,-0.013744326308369637,-0.012123174965381622,-0.0008488246239721775,0.00621271226555109,0.003831633599475026,-0.0009894783142954111,-0.0021079927682876587,0.0014935813378542662,-0.0019132005982100964,-0.001622419455088675,-0.00014350404671858996,0.0008454318158328533,5,0
dermamnist_id_003833,5,0.16148086137200268,0.08298474698351169,1.0000001192092896,0.05424031749134883,0.0015562588934258082,0.09443173557519913,-0.021363437175750732,-0.0509481355547905,0.03967055678367615,-0.04667065292596817,-0.041081614792346954,-0.0015957625582814217,0.02056928724050522,0.09109020978212357,-0.022377261891961098,-0.05006550997495651,0.036771588027477264,-0.04430093988776207,-0.03895379975438118,-0.0016999834915623069,0.021333469077944756,0.0276379082351923,-0.007020934950560331,-0.015219959430396557,0.010666323825716972,-0.013634368777275085,-0.012023056857287884,-0.0008450880413874984,0.006162689067423344,0.0038014163728803396,-0.0009812406497076154,-0.0020915325731039047,0.0014816966140642762,-0.0018982781330123544,-0.0016095489263534546,-0.0001426379312761128,0.0008387767011299729,5,0
dermamnist_id_001723,5,0.15349279045728367,0.07887969058170557,0.9999999403953552,0.05535799474455416,0.0016407466292896874,0.09802655130624771,-0.02275221049785614,-0.052523303776979446,0.04104588180780411,-0.04791610687971115,-0.043333813548088074,-0.0013107454869896173,0.021739115938544273,0.09178407490253448,-0.022628935053944588,-0.05038764700293541,0.0370330885052681,-0.04455788433551788,-0.0393635630607605,-0.0016500045312568545,0.02154681459069252,0.02780110388994217,-0.007066773250699043,-0.015306787565350533,0.01072797179222107,-0.013710441999137402,-0.012100687250494957,-0.0008464651182293892,0.006201260257512331,0.003820248879492283,-0.0009864812018349767,-0.0021015708334743977,0.0014888993464410305,-0.001907189143821597,-0.0016182588879019022,-0.0001430749543942511,0.0008432868053205311,5,0
dermamnist_id_007506,5,0.16102534525763293,0.08275065800741437,1.0,0.05435454397229478,0.0015589332600942502,0.09435071796178818,-0.021570060402154922,-0.05091441795229912,0.03989311307668686,-0.04670929163694382,-0.040656913071870804,-0.0012489756336435676,0.02041444182395935,0.09145872294902802,-0.022501220926642418,-0.05026911944150925,0.03695801645517349,-0.04449160397052765,-0.039055854082107544,-0.0016571010928601027,0.02139870822429657,0.027785327285528183,-0.007060123607516289,-0.01530127041041851,0.010724850930273533,-0.013707616366446018,-0.012084742076694965,-0.0008472944609820843,0.006194357760250568,0.003823407692834735,-0.0009871991351246834,-0.0021036521065980196,0.0014906013384461403,-0.0019093153532594442,-0.0016183949774131179,-0.00014321938215289265,0.0008434693445451558,5,0
dermamnist_id_002179,5,0.1423708563053403,0.07316414705707636,0.9999999403953552,0.05487828562036157,0.001599606902696576,0.09615548700094223,-0.022247660905122757,-0.051764339208602905,0.040487661957740784,-0.047291308641433716,-0.04193049669265747,-0.0011730766855180264,0.02088327333331108,0.09170736372470856,-0.022599240764975548,-0.05038587003946304,0.037035148590803146,-0.04456592723727226,-0.03923797234892845,-0.0016410266980528831,0.021464932709932327,0.027823975309729576,-0.007072054781019688,-0.015321264043450356,0.010738387703895569,-0.013724383898079395,-0.012105818837881088,-0.0008471097098663449,0.00620309729129076,0.0038263164460659027,-0.0009881483856588602,-0.002105060499161482,0.001491545932367444,-0.0019105516839772463,-0.0016201528487727046,-0.00014322630886454135,0.0008441886166110635,5,0
dermamnist_id_005164,5,0.18312372990075998,0.09410698124456651,1.0,0.054915745509788394,0.001605193008073214,0.09646502137184143,-0.02242237888276577,-0.05171900615096092,0.040776606649160385,-0.04730190336704254,-0.04214475303888321,-0.0010040269698947668,0.021224800497293472,0.09161083400249481,-0.022585604339838028,-0.05030062422156334,0.03702210634946823,-0.044500891119241714,-0.03920653089880943,-0.0016166013665497303,0.021483730524778366,0.02776874415576458,-0.007058545481413603,-0.015289537608623505,0.010718592442572117,-0.013695699162781239,-0.012082334607839584,-0.0008439908269792795,0.0061931125819683075,0.0038183825090527534,-0.0009861452272161841,-0.002100616227835417,0.0014886825811117887,-0.0019063628278672695,-0.0016168128931894898,-0.00014277292939368635,0.0008426807471551001,2,1
dermamnist_id_003710,5,0.17930202673760146,0.09214301432399011,1.0000001192092896,0.05463274905923754,0.0015848965359360843,0.09566840529441833,-0.022227667272090912,-0.0512857660651207,0.040646348148584366,-0.04700791835784912,-0.041551075875759125,-0.0009151567937806249,0.020951014012098312,0.09134536981582642,-0.022518187761306763,-0.050154875963926315,0.03694610297679901,-0.04438883066177368,-0.039054594933986664,-0.0016022828640416265,0.021405233070254326,0.02770530991256237,-0.00704227015376091,-0.015254754573106766,0.01069569680839777,-0.013665307313203812,-0.012052606791257858,-0.000841644941829145,0.006178255192935467,0.003811911214143038,-0.0009845285676419735,-0.002097102114930749,0.0014864258700981736,-0.0019031816627830267,-0.0016137354541569948,-0.00014244395424611866,0.0008411530288867652,5,0
dermamnist_id_005937,5,0.18303087461490472,0.09405926306708522,1.0,0.054144172463566065,0.00154590861761113,0.09390562027692795,-0.021273503080010414,-0.050619013607501984,0.03963833674788475,-0.046425141394138336,-0.040665533393621445,-0.001456761034205556,0.020521197468042374,0.09115847945213318,-0.02240029163658619,-0.05009615048766136,0.03682839870452881,-0.04433535784482956,-0.038953788578510284,-0.001680400688201189,0.021361058577895164,0.027700845152139664,-0.0070374151691794395,-0.015254526399075985,0.01069194357842207,-0.01366524025797844,-0.012049132958054543,-0.0008459854871034622,0.006177155766636133,0.003811744973063469,-0.000983992824330926,-0.0020972383208572865,0.0014859824441373348,-0.0019033856224268675,-0.0016136735212057829,-0.00014288464444689453,0.0008410532609559596,3,1
dermamnist_id_007803,5,0.1805583663319071,0.09278864515895727,1.0000001192092896,0.05467057408532128,0.0015913540562354027,0.09607232362031937,-0.022099807858467102,-0.05161677300930023,0.04024893790483475,-0.047116853296756744,-0.04226624220609665,-0.0014540732372552156,0.021181929856538773,0.09117472916841507,-0.022452298551797867,-0.05007591098546982,0.03678799048066139,-0.04428599029779434,-0.03906891867518425,-0.001667805016040802,0.02138601616024971,0.027635948732495308,-0.007023271173238754,-0.015216981992125511,0.010664310306310654,-0.013630426488816738,-0.01202693022787571,-0.00084313889965415,0.006163504905998707,0.0037992948200553656,-0.0009809145703911781,-0.00209016352891922,0.001480718026868999,-0.0018969194497913122,-0.0016091925790533423,-0.00014246557839214802,0.000838472624309361,5,0
dermamnist_id_002827,5,0.17801224977191718,0.09148020007929827,1.0000001192092896,0.0542082479223609,0.0015483900308467967,0.09390370547771454,-0.02126714587211609,-0.05067821592092514,0.03968247026205063,-0.04660410434007645,-0.040408991277217865,-0.0013797041028738022,0.02039368450641632,0.09134844690561295,-0.02244552969932556,-0.05020974949002266,0.036911796778440475,-0.04445495083928108,-0.03899727016687393,-0.0016757536213845015,0.021386880427598953,0.027760744094848633,-0.0070524332113564014,-0.015287917107343674,0.010715514421463013,-0.01369619369506836,-0.012073246762156487,-0.0008475221111439168,0.006189682055264711,0.0038200952112674713,-0.0009861760772764683,-0.0021018809638917446,0.0014893102925270796,-0.0019077155739068985,-0.0016169241862371564,-0.0001431635464541614,0.0008428033906966448,5,0
dermamnist_id_002175,5,0.14709274317911733,0.07559071689436785,1.0,0.055214690568391234,0.0016258704026355705,0.09722249209880829,-0.022602912038564682,-0.05226404219865799,0.04078950360417366,-0.04761987179517746,-0.04269722104072571,-0.0012442904990166426,0.021301522850990295,0.09195331484079361,-0.022676026448607445,-0.050507593899965286,0.03710877150297165,-0.04465543478727341,-0.03939574956893921,-0.0016515993047505617,0.02154696173965931,0.027853969484567642,-0.007080262992531061,-0.015337078832089901,0.010748593136668205,-0.013737678527832031,-0.012121671810746193,-0.0008484255522489548,0.006211007013916969,0.0038289858493953943,-0.0009888021741062403,-0.0021064626052975655,0.001492333598434925,-0.0019117331830784678,-0.0016217001248151064,-0.00014345454110298306,0.00084495241753757,5,0
dermamnist_id_004471,5,0.1488588666891967,0.07649832483861789,1.0000001192092896,0.05512131575960666,0.001620890030699098,0.0971623882651329,-0.02256353572010994,-0.052193574607372284,0.04083765670657158,-0.04760605841875076,-0.04264082759618759,-0.0011389059945940971,0.021299265325069427,0.09170039743185043,-0.022608131170272827,-0.05036262050271034,0.037023790180683136,-0.04453320801258087,-0.03927958756685257,-0.001628559548407793,0.021492687985301018,0.02780112624168396,-0.0070668235421180725,-0.015307825990021229,0.010729245841503143,-0.013711312785744667,-0.012098178267478943,-0.0008454305352643132,0.006199646275490522,0.0038213510997593403,-0.0009868515189737082,-0.0021022732835263014,0.0014895484782755375,-0.0019078454934060574,-0.0016183399129658937,-0.0001429664553143084,0.0008433283655904233,5,0
dermamnist_id_006882,5,0.17340167161645526,0.08911083160784021,0.9999998807907104,0.054755105229560286,0.0015906047509975743,0.09579398483037949,-0.022003116086125374,-0.05148284137248993,0.04046738147735596,-0.047154415398836136,-0.04167694225907326,-0.0011947641614824533,0.021031517535448074,0.09160196781158447,-0.022548310458660126,-0.050314657390117645,0.03701533004641533,-0.04452161490917206,-0.0391751304268837,-0.0016435468569397926,0.021476252004504204,0.02780063822865486,-0.007064862176775932,-0.015308159403502941,0.010730786249041557,-0.013712773099541664,-0.012094495818018913,-0.0008464346756227314,0.006200023461133242,0.003823830047622323,-0.0009873376693576574,-0.002103756880387664,0.0014907667646184564,-0.001909217331558466,-0.0016189470188692212,-0.0001431062410119921,0.0008438497316092253,5,0
dermamnist_id_000521,5,0.16706960879564672,0.08585679502044558,1.0,0.05514866125304252,0.001627005471433168,0.09752319008111954,-0.02275223657488823,-0.05222149193286896,0.04098568111658096,-0.04752560704946518,-0.04313645511865616,-0.0010886106174439192,0.021577196195721626,0.09154124557971954,-0.0225844569504261,-0.050250571221113205,0.0369565486907959,-0.04442213103175163,-0.0392608717083931,-0.0016180987004190683,0.021481968462467194,0.02772068791091442,-0.007047105114907026,-0.015262310393154621,0.010697901248931885,-0.013669871725142002,-0.012065942399203777,-0.0008425435516983271,0.006182990502566099,0.0038095214404165745,-0.0009838142432272434,-0.002095645060762763,0.0014848790597170591,-0.0019017417216673493,-0.001613694941624999,-0.0001425327209290117,0.0008408455760218203,5,0
dermamnist_id_002294,5,0.14820248630416982,0.07616101204678856,0.9999999403953552,0.05444304912816733,0.0015664987213941045,0.0947270542383194,-0.021411046385765076,-0.051158927381038666,0.03981160372495651,-0.046955499798059464,-0.0410056933760643,-0.0015281490050256252,0.020590325817465782,0.0914488136768341,-0.022467218339443207,-0.05026779696345329,0.036918941885232925,-0.04449343681335449,-0.03908155858516693,-0.0016916684107854962,0.021409209817647934,0.027775496244430542,-0.007056009955704212,-0.015296055004000664,0.010719358921051025,-0.013703090138733387,-0.01208186149597168,-0.0008486578008159995,0.006192795000970364,0.0038208323530852795,-0.0009862633887678385,-0.0021022700238972902,0.0014893007464706898,-0.00190806167665869,-0.0016175861237570643,-0.0001433124707546085,0.0008430098532699049,5,0
dermamnist_id_007346,5,0.1519781902508733,0.0781013400462784,1.0,0.054966155090369284,0.0016064679346170438,0.0964752659201622,-0.022206123918294907,-0.05194130167365074,0.04054214805364609,-0.04749544709920883,-0.04208402335643768,-0.0012869283091276884,0.021077502518892288,0.09172872453927994,-0.022588830441236496,-0.0503963828086853,0.03703370690345764,-0.04457926005125046,-0.039252445101737976,-0.0016530542634427547,0.021489886566996574,0.02783345989882946,-0.007073645945638418,-0.015326634049415588,0.010741674341261387,-0.013728917576372623,-0.012110093608498573,-0.0008478944655507803,0.006206389516592026,0.003827170003205538,-0.000988211715593934,-0.002105593215674162,0.001491784816607833,-0.0019109263084828854,-0.0016205832362174988,-0.0001433258585166186,0.0008445418789051473,5,0
dermamnist_id_002841,5,0.1532636113358498,0.07876191581109494,1.0,0.054742319509387016,0.0015900634816916805,0.09581297636032104,-0.02190830558538437,-0.05160475894808769,0.040240682661533356,-0.04725702106952667,-0.041771259158849716,-0.001357431523501873,0.02092563360929489,0.09154225885868073,-0.02252289652824402,-0.050297997891902924,0.036955222487449646,-0.04450248181819916,-0.03916589543223381,-0.0016621665563434362,0.021445881575345993,0.02779252640902996,-0.007062224671244621,-0.015304279513657093,0.010725762695074081,-0.013709544204175472,-0.012091802433133125,-0.0008472960907965899,0.006197202019393444,0.0038215164095163345,-0.0009866419713944197,-0.002102501690387726,0.0014895646600052714,-0.001908193458802998,-0.0016181478276848793,-0.00014316535089164972,0.0008432720205746591,5,0
dermamnist_id_003365,5,0.14624855440556425,0.07515688968299176,1.0,0.05505490500945598,0.0016140215280641681,0.09681063145399094,-0.022372307255864143,-0.052069179713726044,0.040722038596868515,-0.04757626727223396,-0.04229220002889633,-0.0012244756799191236,0.021181657910346985,0.09175476431846619,-0.022607240825891495,-0.050402458757162094,0.03704996034502983,-0.044581010937690735,-0.039273180067539215,-0.0016438617603853345,0.02149861492216587,0.027827659621834755,-0.007072798907756805,-0.015322957187891006,0.010739728808403015,-0.01372556108981371,-0.012108111754059792,-0.0008471548790112138,0.006205185316503048,0.0038265646435320377,-0.0009881333680823445,-0.0021052027586847544,0.0014916069339960814,-0.0019105742685496807,-0.001620353665202856,-0.00014325420488603413,0.0008444269769825041,5,0
dermamnist_id_003712,5,0.15365549321600716,0.07896330325971256,0.9999999403953552,0.055114440503530204,0.0016194681453906763,0.09701461344957352,-0.022257458418607712,-0.05216497927904129,0.04064950346946716,-0.047711536288261414,-0.042532406747341156,-0.001504471292719245,0.021335739642381668,0.09180527925491333,-0.022598106414079666,-0.05042734742164612,0.03704368695616722,-0.04461097717285156,-0.03931936249136925,-0.0016850258689373732,0.021526549011468887,0.02781386859714985,-0.007067895960062742,-0.01531529426574707,0.01073313970118761,-0.013719020411372185,-0.012103174813091755,-0.000848995114210993,0.0062031010165810585,0.0038240007124841213,-0.0009872204391285777,-0.0021038101986050606,0.0014903487171977758,-0.0019093374721705914,-0.0016195166390389204,-0.00014342443319037557,0.0008439467055723071,5,0
